species_key,scientific_name,canonical_scientific_name,common_name,order,family,genus,species_epithet,taxonomic_rank,marine,terrestrial,myanmar_distribution,global_distribution,conservation_status,myanmar_protection_status,identification_active,identification_level,taxonomy_notes,manual_review,source_dataset,source_url,source_year,current_mdd_scientific_name,mdd_match_status,taxonomy_enrichment_source
maxomys_surifer,Maxomys surifer,Maxomys surifer,Indomalayan Spiny Rat,Rodentia,Muridae,Maxomys,surifer,species,false,true,,,,,true,,Current MDD accepted name: Crunomys surifer; 2024 Myanmar checklist canonical name preserved.,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crunomys surifer,accepted_name_alias,ASM Mammal Diversity Database v2.5 (2026)
micromys_pygmaeus,Micromys pygmaeus,Micromys pygmaeus,Pygmy Harvest Mouse,Rodentia,Muridae,Micromys,pygmaeus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Micromys pygmaeus,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_booduga,Mus booduga,Mus booduga,Little Indian Field Mouse,Rodentia,Muridae,Mus,booduga,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus booduga,exact,ASM Mammal Diversity Database v2.5 (2026)
maxomys_whiteheadi,Maxomys whiteheadi,Maxomys whiteheadi,Whitehead's Sundaic Spiny Rat,Rodentia,Muridae,Maxomys,whiteheadi,species,false,true,,,,,true,,Current MDD accepted name: Crunomys whiteheadi; 2024 Myanmar checklist canonical name preserved.,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crunomys whiteheadi,accepted_name_alias,ASM Mammal Diversity Database v2.5 (2026)
micromys_erythrotis,Micromys erythrotis,Micromys erythrotis,Red-eared Harvest Mouse,Rodentia,Muridae,Micromys,erythrotis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Micromys erythrotis,exact,ASM Mammal Diversity Database v2.5 (2026)
millardia_kathleenae,Millardia kathleenae,Millardia kathleenae,Burmese Soft-furred Rat,Rodentia,Muridae,Millardia,kathleenae,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Millardia kathleenae,exact,ASM Mammal Diversity Database v2.5 (2026)
leopoldamys_edwardsi,Leopoldamys edwardsi,Leopoldamys edwardsi,Edwards's Long-tailed Giant Rat,Rodentia,Muridae,Leopoldamys,edwardsi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Leopoldamys edwardsi,exact,ASM Mammal Diversity Database v2.5 (2026)
leopoldamys_herberti,Leopoldamys herberti,Leopoldamys herberti,Herbert's Long-tailed Giant Rat,Rodentia,Muridae,Leopoldamys,herberti,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Leopoldamys herberti,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_pahari,Mus pahari,Mus pahari,Indochinese Shrew-like Mouse,Rodentia,Muridae,Mus,pahari,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus pahari,exact,ASM Mammal Diversity Database v2.5 (2026)
niviventer_brahma,Niviventer brahma,Niviventer brahma,Brahman White-bellied Rat,Rodentia,Muridae,Niviventer,brahma,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer brahma,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_shortridgei,Mus shortridgei,Mus shortridgei,Shortridge's Mouse,Rodentia,Muridae,Mus,shortridgei,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus shortridgei,exact,ASM Mammal Diversity Database v2.5 (2026)
niviventer_confucianus,Niviventer confucianus,Niviventer confucianus,Confucian White-bellied Rat,Rodentia,Muridae,Niviventer,confucianus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer confucianus,exact,ASM Mammal Diversity Database v2.5 (2026)
niviventer_eha,Niviventer eha,Niviventer eha,Smoke-bellied White-bellied Rat,Rodentia,Muridae,Niviventer,eha,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer eha,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_cervicolor,Mus cervicolor,Mus cervicolor,Fawn-colored Mouse,Rodentia,Muridae,Mus,cervicolor,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus cervicolor,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_musculus,Mus musculus,Mus musculus,House Mouse,Rodentia,Muridae,Mus,musculus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus musculus,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_lepidoides,Mus lepidoides,Mus lepidoides,Little Burmese Field Mouse,Rodentia,Muridae,Mus,lepidoides,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus lepidoides,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_caroli,Mus caroli,Mus caroli,Ryukyu Mouse,Rodentia,Muridae,Mus,caroli,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus caroli,exact,ASM Mammal Diversity Database v2.5 (2026)
niviventer_cremoriventer,Niviventer cremoriventer,Niviventer cremoriventer,Sundaic Arboreal White-bellied Rat,Rodentia,Muridae,Niviventer,cremoriventer,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer cremoriventer,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_nitidulus,Mus nitidulus,Mus nitidulus,Blyth's Mouse,Rodentia,Muridae,Mus,nitidulus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus nitidulus,exact,ASM Mammal Diversity Database v2.5 (2026)
mus_cookii,Mus cookii,Mus cookii,Cook's Mouse,Rodentia,Muridae,Mus,cookii,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Mus cookii,exact,ASM Mammal Diversity Database v2.5 (2026)
niviventer_niviventer,Niviventer niviventer,Niviventer niviventer,Himalayan White-bellied Rat,Rodentia,Muridae,Niviventer,niviventer,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer niviventer,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_nitidus,Rattus nitidus,Rattus nitidus,White-footed Indochinese Rat,Rodentia,Muridae,Rattus,nitidus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus nitidus,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_pyctoris,Rattus pyctoris,Rattus pyctoris,Himalayan Rat,Rodentia,Muridae,Rattus,pyctoris,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus pyctoris,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_tanezumi,Rattus tanezumi,Rattus tanezumi,East Asian House Rat,Rodentia,Muridae,Rattus,tanezumi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus tanezumi,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_rattus,Rattus rattus,Rattus rattus,Roof Rat,Rodentia,Muridae,Rattus,rattus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus rattus,exact,ASM Mammal Diversity Database v2.5 (2026)
sundamys_muelleri,Sundamys muelleri,Sundamys muelleri,Müller's Rat,Rodentia,Muridae,Sundamys,muelleri,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Sundamys muelleri,exact,ASM Mammal Diversity Database v2.5 (2026)
vandeleuria_oleracea,Vandeleuria oleracea,Vandeleuria oleracea,,Rodentia,Muridae,Vandeleuria,oleracea,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
niviventer_fulvescens,Niviventer fulvescens,Niviventer fulvescens,Indochinese White-bellied Rat,Rodentia,Muridae,Niviventer,fulvescens,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer fulvescens,exact,ASM Mammal Diversity Database v2.5 (2026)
niviventer_tenaster,Niviventer tenaster,Niviventer tenaster,Indochinese Mountain White-bellied Rat,Rodentia,Muridae,Niviventer,tenaster,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Niviventer tenaster,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_exulans,Rattus exulans,Rattus exulans,Pacific Rat,Rodentia,Muridae,Rattus,exulans,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus exulans,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_andamanensis,Rattus andamanensis,Rattus andamanensis,Indochinese Forest Rat,Rodentia,Muridae,Rattus,andamanensis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus andamanensis,exact,ASM Mammal Diversity Database v2.5 (2026)
rattus_norvegicus,Rattus norvegicus,Rattus norvegicus,Brown Rat,Rodentia,Muridae,Rattus,norvegicus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rattus norvegicus,exact,ASM Mammal Diversity Database v2.5 (2026)
neotetracus_sinensis,Neotetracus sinensis,Neotetracus sinensis,Shrew Gymnure,Eulipotyphla,Erinaceidae,Neotetracus,sinensis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Neotetracus sinensis,exact,ASM Mammal Diversity Database v2.5 (2026)
crocidura_attenuata,Crocidura attenuata,Crocidura attenuata,Asian Gray White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,attenuata,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crocidura attenuata,exact,ASM Mammal Diversity Database v2.5 (2026)
crocidura_dracula,Crocidura dracula,Crocidura dracula,Large White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,dracula,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crocidura dracula,exact,ASM Mammal Diversity Database v2.5 (2026)
echinosorex_gymnura,Echinosorex gymnura,Echinosorex gymnura,Moonrat,Eulipotyphla,Erinaceidae,Echinosorex,gymnura,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Echinosorex gymnura,exact,ASM Mammal Diversity Database v2.5 (2026)
hylomys_suillus,Hylomys suillus,Hylomys suillus,Javan Short-tailed Gymnure,Eulipotyphla,Erinaceidae,Hylomys,suillus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hylomys suillus,exact,ASM Mammal Diversity Database v2.5 (2026)
atherurus_macrourus,Atherurus macrourus,Atherurus macrourus,Asian Brush-tailed Porcupine,Rodentia,Hystricidae,Atherurus,macrourus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Atherurus macrourus,exact,ASM Mammal Diversity Database v2.5 (2026)
crocidura_cranbrooki,Crocidura cranbrooki,Crocidura cranbrooki,Cranbrook's White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,cranbrooki,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crocidura cranbrooki,exact,ASM Mammal Diversity Database v2.5 (2026)
hystrix_brachyura,Hystrix brachyura,Hystrix brachyura,Malayan Porcupine,Rodentia,Hystricidae,Hystrix,brachyura,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Hystrix brachyura,exact,ASM Mammal Diversity Database v2.5 (2026)
crocidura_fuliginosa,Crocidura fuliginosa,Crocidura fuliginosa,Southeast Asian White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,fuliginosa,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crocidura fuliginosa,exact,ASM Mammal Diversity Database v2.5 (2026)
vernaya_fulva,Vernaya fulva,Vernaya fulva,Vernay's Climbing Mouse,Rodentia,Muridae,Vernaya,fulva,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Vernaya fulva,exact,ASM Mammal Diversity Database v2.5 (2026)
suncus_murinus,Suncus murinus,Suncus murinus,Asian House Shrew,Eulipotyphla,Soricidae,Suncus,murinus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Suncus murinus,exact,ASM Mammal Diversity Database v2.5 (2026)
anourosorex_assamensis,Anourosorex assamensis,Anourosorex assamensis,Assam Mole Shrew,Eulipotyphla,Soricidae,Anourosorex,assamensis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Anourosorex assamensis,exact,ASM Mammal Diversity Database v2.5 (2026)
blarinella_wardi,Blarinella wardi,Blarinella wardi,Burmese Short-tailed Shrew,Eulipotyphla,Soricidae,Blarinella,wardi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Blarinella wardi,exact,ASM Mammal Diversity Database v2.5 (2026)
chimarrogale_styani,Chimarrogale styani,Chimarrogale styani,Chinese Water Shrew,Eulipotyphla,Soricidae,Chimarrogale,styani,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Chimarrogale styani,exact,ASM Mammal Diversity Database v2.5 (2026)
chodsigoa_furva,Chodsigoa furva,Chodsigoa furva,Dusky Brown-toothed Shrew,Eulipotyphla,Soricidae,Chodsigoa,furva,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Chodsigoa furva,exact,ASM Mammal Diversity Database v2.5 (2026)
crocidura_rapax,Crocidura rapax,Crocidura rapax,Chinese White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,rapax,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crocidura rapax,exact,ASM Mammal Diversity Database v2.5 (2026)
anourosorex_squamipes,Anourosorex squamipes,Anourosorex squamipes,Chinese Mole Shrew,Eulipotyphla,Soricidae,Anourosorex,squamipes,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Anourosorex squamipes,exact,ASM Mammal Diversity Database v2.5 (2026)
chimarrogale_himalayica,Chimarrogale himalayica,Chimarrogale himalayica,Himalayan Water Shrew,Eulipotyphla,Soricidae,Chimarrogale,himalayica,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Chimarrogale himalayica,exact,ASM Mammal Diversity Database v2.5 (2026)
suncus_etruscus,Suncus etruscus,Suncus etruscus,Etruscan Shrew,Eulipotyphla,Soricidae,Suncus,etruscus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Suncus etruscus,exact,ASM Mammal Diversity Database v2.5 (2026)
crocidura_indochinensis,Crocidura indochinensis,Crocidura indochinensis,Indochinese White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,indochinensis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Crocidura indochinensis,exact,ASM Mammal Diversity Database v2.5 (2026)
sorex_bedfordiae,Sorex bedfordiae,Sorex bedfordiae,Lesser Striped Shrew,Eulipotyphla,Soricidae,Sorex,bedfordiae,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Sorex bedfordiae,exact,ASM Mammal Diversity Database v2.5 (2026)
euroscaptor_grandis,Euroscaptor grandis,Euroscaptor grandis,Greater Chinese Mole,Eulipotyphla,Talpidae,Euroscaptor,grandis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Euroscaptor grandis,exact,ASM Mammal Diversity Database v2.5 (2026)
parascaptor_leucura,Parascaptor leucura,Parascaptor leucura,White-tailed Mole,Eulipotyphla,Talpidae,Parascaptor,leucura,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Parascaptor leucura,exact,ASM Mammal Diversity Database v2.5 (2026)
chodsigoa_parca,Chodsigoa parca,Chodsigoa parca,Lowe's Brown-toothed Shrew,Eulipotyphla,Soricidae,Chodsigoa,parca,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Chodsigoa parca,exact,ASM Mammal Diversity Database v2.5 (2026)
episoriculus_caudatus,Episoriculus caudatus,Episoriculus caudatus,Hodgson's Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,caudatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Episoriculus caudatus,exact,ASM Mammal Diversity Database v2.5 (2026)
episoriculus_macrurus,Episoriculus macrurus,Episoriculus macrurus,Arboreal Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,macrurus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Episoriculus macrurus,exact,ASM Mammal Diversity Database v2.5 (2026)
nectogale_elegans,Nectogale elegans,Nectogale elegans,Elegant Water Shrew,Eulipotyphla,Soricidae,Nectogale,elegans,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Nectogale elegans,exact,ASM Mammal Diversity Database v2.5 (2026)
episoriculus_umbrinus,Episoriculus umbrinus,Episoriculus umbrinus,,Eulipotyphla,Soricidae,Episoriculus,umbrinus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
soriculus_nigrescens,Soriculus nigrescens,Soriculus nigrescens,Himalayan Large-clawed Shrew,Eulipotyphla,Soricidae,Soriculus,nigrescens,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Soriculus nigrescens,exact,ASM Mammal Diversity Database v2.5 (2026)
episoriculus_baileyi,Episoriculus baileyi,Episoriculus baileyi,Bailey's Brown-toothed Shrew,Eulipotyphla,Soricidae,Episoriculus,baileyi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Episoriculus baileyi,exact,ASM Mammal Diversity Database v2.5 (2026)
euroscaptor_klossi,Euroscaptor klossi,Euroscaptor klossi,Kloss's Mole,Eulipotyphla,Talpidae,Euroscaptor,klossi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Euroscaptor klossi,exact,ASM Mammal Diversity Database v2.5 (2026)
megaerops_niphanae,Megaerops niphanae,Megaerops niphanae,Ratanaworabhan's Tailless Fruit Bat,Chiroptera,Pteropodidae,Megaerops,niphanae,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Megaerops niphanae,exact,ASM Mammal Diversity Database v2.5 (2026)
uropsilus_soricipes,Uropsilus soricipes,Uropsilus soricipes,Chinese Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,soricipes,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Uropsilus soricipes,exact,ASM Mammal Diversity Database v2.5 (2026)
cynopterus_brachyotis,Cynopterus brachyotis,Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Cynopterus,brachyotis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Cynopterus brachyotis,exact,ASM Mammal Diversity Database v2.5 (2026)
uropsilus_gracilis,Uropsilus gracilis,Uropsilus gracilis,Gracile Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,gracilis,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Uropsilus gracilis,exact,ASM Mammal Diversity Database v2.5 (2026)
scaptonyx_fusicaudus,Scaptonyx fusicaudus,Scaptonyx fusicaudus,,Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,,genus_family_only,ASM Mammal Diversity Database v2.5 (2026)
cynopterus_sphinx,Cynopterus sphinx,Cynopterus sphinx,Greater Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Cynopterus,sphinx,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Cynopterus sphinx,exact,ASM Mammal Diversity Database v2.5 (2026)
uropsilus_investigator,Uropsilus investigator,Uropsilus investigator,Inquisitive Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,investigator,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Uropsilus investigator,exact,ASM Mammal Diversity Database v2.5 (2026)
uropsilus_nivatus,Uropsilus nivatus,Uropsilus nivatus,Snow Mountain Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,nivatus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Uropsilus nivatus,exact,ASM Mammal Diversity Database v2.5 (2026)
pteropus_vampyrus,Pteropus vampyrus,Pteropus vampyrus,Large Flying Fox,Chiroptera,Pteropodidae,Pteropus,vampyrus,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Pteropus vampyrus,exact,ASM Mammal Diversity Database v2.5 (2026)
sphaerias_blanfordi,Sphaerias blanfordi,Sphaerias blanfordi,Blanford's Fruit Bat,Chiroptera,Pteropodidae,Sphaerias,blanfordi,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Sphaerias blanfordi,exact,ASM Mammal Diversity Database v2.5 (2026)
rousettus_leschenaultii,Rousettus leschenaultii,Rousettus leschenaultii,Leschenault's Rousette,Chiroptera,Pteropodidae,Rousettus,leschenaultii,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Rousettus leschenaultii,exact,ASM Mammal Diversity Database v2.5 (2026)
pteropus_medius,Pteropus medius,Pteropus medius,Indian Flying Fox,Chiroptera,Pteropodidae,Pteropus,medius,species,false,true,,,,,true,,,false,Mammals of Myanmar: an annotated checklist,https://www.gbif.org/dataset/0837bd43-fa3c-4a68-b257-81cb7c234e44,2024,Pteropus medius,exact,ASM Mammal Diversity Database v2.5 (2026)
